../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK43178 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382863,TK43178
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK43189 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382864,TK43189
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK43138 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382865,TK43138
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK43208 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382866,TK43208
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga soricina specimen-voucher TK41573 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga soricina (Pallas's long-tongued bat),AF382867,TK41573
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga longirostris specimen-voucher TK18667 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga longirostris,AF382868,TK18667
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga longirostris specimen-voucher TK18585 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga longirostris,AF382869,TK18585
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga longirostris specimen-voucher TK25150 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga longirostris,AF382870,TK25150
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga longirostris specimen-voucher TK25157 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga longirostris,AF382871,TK25157
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga longirostris specimen-voucher TK18501 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga longirostris,AF382872,TK18501
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga longirostris specimen-voucher TK18613 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga longirostris,AF382873,TK18613
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga leachi specimen-voucher TK4812 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga leachii (Gray's long-tongued bat),AF382876,TK4812
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga leachi specimen-voucher TK20567 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga leachii (Gray's long-tongued bat),AF382877,TK20567
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga leachi specimen-voucher TK20569 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga leachii (Gray's long-tongued bat),AF382878,TK20569
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga morenoi specimen-voucher TK20563 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga morenoi,AF382879,TK20563
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga morenoi specimen-voucher TK20564 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga morenoi,AF382880,TK20564
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga morenoi specimen-voucher TK20579 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga morenoi,AF382881,TK20579
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga morenoi specimen-voucher TK43176 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga morenoi,AF382882,TK43176
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga commissarisi specimen-voucher TK20600 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga commissarisi,AF382883,TK20600
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga commissarisi specimen-voucher TK20586 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga commissarisi,AF382884,TK20586
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Glossophaga commissarisi specimen-voucher TK20562 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Glossophaga commissarisi,AF382885,TK20562
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Monophyllus plethodon specimen-voucher TK15607 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Monophyllus plethodon,AF382887,TK15607
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Monophyllus redmani specimen-voucher TK27694 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Monophyllus redmani,AF382888,TK27694
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,26-JUL-2016,"Leptonycteris curasoae specimen-voucher TK45107 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Leptonycteris curasoae (southern long-nosed bat),AF382889,TK45107
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Mormoops blainvillii isolate TK32166 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Mormoops blainvillei (Antillean ghost-faced bat),AF407172,TK32166
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Mormoops megalophylla isolate TK19311 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Mormoops megalophylla (ghost-faced bat),AF407173,TK19311
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Mormoops megalophylla isolate TK27640 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Mormoops megalophylla (ghost-faced bat),AF407174,TK27640
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus davyi isolate TK155751 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus davyi (Davy's naked-backed bat),AF407175,TK155751
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus davyi isolate TK25127 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus davyi (Davy's naked-backed bat),AF407176,TK25127
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus gymnonotus isolate TK22845 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus gymnonotus,AF407177,TK22845
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus macleayii isolate TK32162 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus macleayii (MacLeay's mustached bat),AF407178,TK32162
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus quadridens isolate TK32171 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus quadridens (sooty mustached bat),AF407179,TK32171
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus parnellii isolate TK17953 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF407180,TK17953
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus parnellii isolate Tk45500 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus parnellii (Parnell's mustached bat),AF407181,Tk45500
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,04-APR-2002,"Pteronotus personatus isolate TK12043 12S ribosomal RNA gene, complete sequence; tRNA-Val gene, complete sequence; and 16S ribosomal RNA gene, complete sequence; mitochondrial genes for mitochondrial products",1,mitochondrion Pteronotus personatus (Wagner's mustached bat),AF407182,TK12043
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,25-JUL-2016,"Lonchophylla handleyi specimen-voucher TK22598 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Lonchophylla handleyi,AF423094,TK22598
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,25-JUL-2016,"Lionycteris spurrelli specimen-voucher TK22531 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Lionycteris spurrelli,AF423099,TK22531
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,25-JUL-2016,"Lionycteris spurrelli specimen-voucher TK22548 cytochrome b gene, complete cds; mitochondrial gene for mitochondrial product",1,mitochondrion Lionycteris spurrelli,AF423100,TK22548
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 84 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435139,TK 60919
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 85 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435140,TK 60939
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 11 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435141,TK 22698
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 17 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435142,TK 19138
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 1 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435145,TK 22797
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 12 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435151,TK 17597
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 13 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435153,TK 25164
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 15 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435154,TK 15026
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira ludovici voucher CAI 21 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira ludovici,AF435160,TK 22506
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 4 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435169,TK 34738
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira luisi serotinus voucher CAI 5 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira luisi serotinus,AF435170,TK 18602
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira lilium voucher CAI 7 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira lilium (little yellow-shouldered bat),AF435171,TK 40384
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira magna voucher CAI 19 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira magna,AF435180,TK 22722
../ftp.ncbi.nlm.nih.gov/genbank/gbmam3.seq,13-JUN-2005,"Sturnira tildae voucher CAI 14 cytochrome b gene, partial cds; mitochondrial",1,mitochondrion Sturnira tildae (Tilda yellow-shouldered bat),AF435184,TK 25220
